x,y
0.0,0.1101080863027683
0.10101010101010101,0.08343569995978445
0.20202020202020202,0.2016487551204254
0.30303030303030304,0.23038738266560208
0.40404040404040403,0.400794142221642
0.5050505050505051,0.2177393529877879
0.6060606060606061,0.7006368869984883
0.7070707070707071,0.5134832022351805
0.8080808080808081,0.890299020980296
0.9090909090909091,0.7664650786300894
1.0101010101010102,0.7018317237454602
1.1111111111111112,0.9619839951474968
1.2121212121212122,0.824330553262524
1.3131313131313131,1.0319003683449248
1.4141414141414141,0.845197824272672
1.5151515151515151,0.8603235523825674
1.6161616161616161,1.0391429362447384
1.7171717171717171,6.052432318332897
1.8181818181818181,1.0180376030564982
1.9191919191919191,1.0098796525960678
2.0202020202020203,0.9670672298965651
2.121212121212121,0.8339664162877551
2.2222222222222223,0.7039520213294924
2.323232323232323,0.9007680809881314
2.4242424242424243,0.6879409904953073
2.525252525252525,0.7574126593774175
2.6262626262626263,0.5277605558927667
2.727272727272727,0.5140139827367439
2.8282828282828283,0.32582017467152996
2.929292929292929,0.22556008788727916
3.0303030303030303,0.05023770073819735
3.131313131313131,2.86677021006294
3.2323232323232323,-0.1387248584936888
3.3333333333333335,1.680134145207285
3.4343434343434343,-0.31239746868770657
3.5353535353535355,-0.19891048738202
3.6363636363636362,-0.3527922546423789
3.7373737373737375,-0.3764319358248792
3.8383838383838382,-0.6930889325622632
3.9393939393939394,-0.8181104858408539
4.040404040404041,-0.7714926300988904
4.141414141414141,-0.7368716985824729
4.242424242424242,-0.9476927037728584
4.343434343434343,-0.8618916524128589
4.444444444444445,-0.9924871120165679
4.545454545454545,-1.0213957508029943
4.646464646464646,-0.983117955910128
4.747474747474747,-0.9396263805998395
4.848484848484849,-0.8262040986837363
4.94949494949495,-0.8753092660228838
5.05050505050505,-0.92134386897975
5.151515151515151,-0.8567538817951329
5.252525252525253,-0.8830282279929663
5.353535353535354,-0.9434556332281042
5.454545454545454,-0.8587783088240049
5.555555555555555,-0.7237280596225916
5.656565656565657,-0.40156639999777377
5.757575757575758,-0.34340381341528003
5.858585858585858,-0.26330185791911576
5.959595959595959,-0.3066995287610978
6.0606060606060606,-0.04646294968259407
6.161616161616162,-0.0021721934098358625
6.262626262626262,0.09195124103750991
6.363636363636363,0.01792965647708155
6.4646464646464645,0.1579683608441622
6.565656565656566,1.0476853672088542
6.666666666666667,0.3593730851780241
6.767676767676767,0.4610830549812447
6.8686868686868685,0.566178727718455
6.96969696969697,0.5519436157331944
7.070707070707071,0.7452858941294672
7.171717171717171,0.7632848499129974
7.2727272727272725,0.8178125264572671
7.373737373737374,0.6760791729827801
7.474747474747475,0.9069241639902009
7.575757575757575,0.9677740671646495
7.6767676767676765,0.8400850241716489
7.777777777777778,0.8759682064893852
7.878787878787879,-0.6246843204269023
7.979797979797979,1.231342749037492
8.080808080808081,1.004198052628481
8.181818181818182,0.8242470013670693
8.282828282828282,0.9149683412049562
8.383838383838384,0.7553223985338324
8.484848484848484,0.8077294537252508
8.585858585858587,0.6688013516272543
8.686868686868687,0.7448814997662325
8.787878787878787,0.555507332477997
8.88888888888889,0.41235653408718254
8.98989898989899,0.2278714334944774
9.09090909090909,0.34534958462047977
9.191919191919192,0.20692866335454996
9.292929292929292,0.17993268333099177
9.393939393939394,0.04694094960014393
9.494949494949495,0.1107430904500222
9.595959595959595,-0.2190553210658437
9.696969696969697,-0.273563207341245
9.797979797979798,-0.19323318758761532
9.8989898989899,-0.35295440895211805
10.0,-0.7371217602932506
